,,gain utilisation factor,thermal bridges factor,transmission factor,u_values,u_values,u_values,u_values,u_values,u_values,u_values,u_values,u_values,u_values,heating days,ventilation rate,heating degree days,irradiation heating season,temperature reduction factor
,,building,building,window,Door_1,Floor_1,Floor_2,Roof_1,Roof_2,Wall_1,Wall_2,Wall_3,Window_1,Window_2,building,building,building,building,building
3,29,0.9520798814730592,0.05,0.5,0.8,0.2114803625377644,0.2258064516129032,0.1393604643914414,0.1018181818181818,0.133974119915281,0.133974119915281,0.133974119915281,0.8,0.8,222,0.5,3463,403,1.0
3,30,0.950137293612054,0.05,0.5,0.8,0.2119241029945145,0.2263124199743918,0.1393604643914414,0.1018181818181818,0.1317492059757675,0.1317492059757675,0.1317492059757675,0.8,0.8,222,0.5,3463,403,0.96
3,31,0.942685951042032,0.05,0.5,0.8,0.2296964725184578,0.2466960352422907,0.1393604643914414,0.0976744186046511,0.1297147048604409,0.1230633996264146,0.1248560068373527,0.8,0.8,222,0.5,3463,403,0.93
3,32,0.944068110430872,0.05,0.5,0.8,0.2114803625377644,0.2258064516129032,0.0945945945945946,0.0948938093086308,0.1269697313229792,0.1269697313229792,0.1269697313229792,0.8,0.8,222,0.5,3463,403,0.9700000000000001
3,33,0.9489088999198484,0.05,0.5,0.8,0.2114803625377644,0.2258064516129032,0.1393604643914414,0.0945945945945946,0.1170609343971013,0.1170609343971013,0.1170609343971013,0.8,0.8,222,0.5,3463,403,1.0
3,34,0.9640586200332368,0.05,0.5,0.8,0.2008608321377331,0.2137404580152672,0.1393604643914414,0.0945945945945946,0.1230633996264146,0.1230633996264146,0.1230633996264146,0.8,0.8,222,0.5,3463,403,1.02
3,35,0.942894374195943,0.05,0.5,0.8,0.1853486319505737,0.1962616822429906,0.1393604643914414,0.0903225806451613,0.1126647218589679,0.1126647218589679,0.1126647218589679,0.8,0.8,222,0.5,3463,403,0.9700000000000001
3,36,0.923463398257035,0.05,0.5,0.8,0.166270783847981,0.175,0.1393604643914414,0.1166666666666666,0.1421031262687779,0.1421031262687779,0.1421031262687779,0.8,0.8,222,0.5,3463,403,0.96
3,37,0.941736283870898,0.05,0.5,0.8,0.166270783847981,0.175,0.1393604643914414,0.1166666666666666,0.1421031262687779,0.1421031262687779,0.1421031262687779,0.8,0.8,222,0.5,3463,403,0.98
3,38,0.9344299585645548,0.02,0.5,0.8,0.35,0.1201923076923077,0.100418667592168,0.2,0.1196657905421288,0.28,0.35,0.7,1.3,222,0.45,3463,403,1.01
3,39,0.9344302033956048,0.02,0.5,0.8,0.35,0.120000000192,0.0999999999002778,0.2,0.1199999998047428,0.28,0.35,0.7,1.3,222,0.45,3463,403,1.01
3,40,0.9532162298239718,0.05,0.5,0.8,0.2192066805845511,0.2346368715083799,0.1393604643914414,0.1013024602026049,0.133974119915281,0.133974119915281,0.133974119915281,0.8,0.8,222,0.5,3463,403,1.0
3,41,0.9474321356399168,0.05,0.5,0.8,0.2114803625377644,0.2258064516129032,0.1393604643914414,0.0988002822865208,0.133974119915281,0.133974119915281,0.133974119915281,0.8,0.8,222,0.5,3463,403,1.02
3,42,0.9225015720945772,0.05,0.5,0.8,0.2378255945639864,0.2560975609756098,0.1393604643914414,0.0988002822865208,0.1297147048604409,0.1297147048604409,0.1297147048604409,0.8,0.8,222,0.5,3463,403,0.98
3,43,0.9654212459064876,0.05,0.5,0.8,0.2296964725184578,0.2466960352422907,0.1393604643914414,0.0948938093086308,0.1297147048604409,0.1297147048604409,0.1297147048604409,0.8,0.8,222,0.5,3463,403,1.04
3,44,0.9463453586479492,0.05,0.5,0.8,0.2114803625377644,0.2258064516129032,0.1393604643914414,0.0948938093086308,0.1269697313229792,0.1269697313229792,0.1269697313229792,0.8,0.8,222,0.5,3463,403,1.01
3,45,0.94879740210198,0.05,0.5,0.8,0.2008608321377331,0.2137404580152672,0.1393604643914414,0.0945945945945946,0.1230633996264146,0.1230633996264146,0.1230633996264146,0.8,0.8,222,0.5,3463,403,0.99
3,46,0.9613144129188752,0.05,0.5,0.8,0.1853486319505737,0.1962616822429906,0.1393604643914414,0.0903225806451613,0.114892220155378,0.114892220155378,0.114892220155378,0.8,0.8,222,0.5,3463,403,1.03
3,47,0.95206998137346,0.05,0.5,0.8,0.175,0.175,0.1393604643914414,0.1166666666666666,0.1421031262687779,0.1421031262687779,0.1421031262687779,0.8,0.8,222,0.5,3463,403,1.03
3,48,0.9315436889341006,0.05,0.5,0.8,0.166270783847981,0.175,0.1393604643914414,0.1166666666666666,0.1454356577067913,0.1454356577067913,0.1454356577067913,0.8,0.8,222,0.5,3463,403,0.99
3,49,0.9619607447580808,0.02,0.5,0.8,0.35,0.1201923076923077,0.100418667592168,0.2,0.1196657905421288,0.1196657905421288,0.35,0.7,1.0,222,0.45,3463,403,1.04
3,50,0.9619606837188664,0.02,0.5,0.8,0.35,0.120000000192,0.0999999999002778,0.2,0.1199999998047428,0.1199999998047428,0.35,0.7,1.0,222,0.45,3463,403,1.04
